region,region_ar,year,metric,value
Eastern,المنطقة الشرقية,2022,fatality_ratio,0.16392384640206517
Eastern,المنطقة الشرقية,2023,fatality_ratio,0.18295218295218296
Eastern,المنطقة الشرقية,2024,fatality_ratio,0.17551309271054494
Hail,حائل,2020,fatality_ratio,0.21437908496732025
Hail,حائل,2021,fatality_ratio,0.2296416938110749
Hail,حائل,2022,fatality_ratio,0.37383177570093457
Hail,حائل,2023,fatality_ratio,0.5185185185185185
Hail,حائل,2024,fatality_ratio,0.3745704467353952
Jazan,جازان,2020,fatality_ratio,0.15083025830258304
Jazan,جازان,2021,fatality_ratio,0.19236800836382645
Jazan,جازان,2022,fatality_ratio,0.22954977805960686
Jazan,جازان,2023,fatality_ratio,0.21808510638297873
Jazan,جازان,2024,fatality_ratio,0.18754578754578755
Madinah,المدينة المنورة,2020,fatality_ratio,0.10566037735849057
Madinah,المدينة المنورة,2021,fatality_ratio,0.09423011266643906
Madinah,المدينة المنورة,2022,fatality_ratio,0.09918478260869565
Madinah,المدينة المنورة,2023,fatality_ratio,0.09040374488004681
Madinah,المدينة المنورة,2024,fatality_ratio,0.0912232204561161
Makkah,مكة المكرمة,2020,fatality_ratio,0.10079323109465892
Makkah,مكة المكرمة,2021,fatality_ratio,0.09670487106017192
Makkah,مكة المكرمة,2022,fatality_ratio,0.11032064128256514
Makkah,مكة المكرمة,2023,fatality_ratio,0.11233009708737864
Makkah,مكة المكرمة,2024,fatality_ratio,0.11376146788990826
Najran,نجران,2020,fatality_ratio,0.18210862619808307
Najran,نجران,2021,fatality_ratio,0.20748829953198128
Najran,نجران,2022,fatality_ratio,0.32142857142857145
Najran,نجران,2023,fatality_ratio,0.32142857142857145
Najran,نجران,2024,fatality_ratio,0.2612359550561798
Northern Borders,الحدود الشمالية,2020,fatality_ratio,0.1836734693877551
Northern Borders,الحدود الشمالية,2021,fatality_ratio,0.13270142180094788
Northern Borders,الحدود الشمالية,2022,fatality_ratio,0.12980769230769232
Northern Borders,الحدود الشمالية,2023,fatality_ratio,0.16293929712460065
Northern Borders,الحدود الشمالية,2024,fatality_ratio,0.16853932584269662
Qassim,القصيم,2020,fatality_ratio,0.1446923597025017
Qassim,القصيم,2021,fatality_ratio,0.18549511854951187
Qassim,القصيم,2022,fatality_ratio,0.1611962071480671
Qassim,القصيم,2023,fatality_ratio,0.17260061919504643
Qassim,القصيم,2024,fatality_ratio,0.1757847533632287
Riyadh,الرياض,2020,fatality_ratio,0.1847061061441887
Riyadh,الرياض,2021,fatality_ratio,0.18525147664220512
Riyadh,الرياض,2022,fatality_ratio,0.17312894499549145
Riyadh,الرياض,2023,fatality_ratio,0.17065333809353803
Riyadh,الرياض,2024,fatality_ratio,0.14761462205700124
Tabuk,تبوك,2020,fatality_ratio,0.20059880239520958
Tabuk,تبوك,2021,fatality_ratio,0.23557126030624265
Tabuk,تبوك,2022,fatality_ratio,0.2673130193905817
Tabuk,تبوك,2023,fatality_ratio,0.29827089337175794
Tabuk,تبوك,2024,fatality_ratio,0.2265246853823814
